 NUMBER OF NODES FOR CONCRETE                 402
 NUMBER OF NODES FOR STEEL+SHEET                0
 TOTAL NUMBER OF NODES                        402
 NUMBER OF ELEMENTS FOR CONCRETE              203
 NUMBER OF ELEMENTS FOR STEEL+SHEET             0
 TOTAL NUMBER OF ELEMENTS                     203
 TOTAL NUMBER OF MATERIAL                       5
 NUMBER OF STEEL BARS AND SHEET                 0
 NUMBER OF ELEMENTS FOR STEEL                   0
 NUMBER OF ELEMENTS FOR FRP SHEET               0
 NUMBER OF ELEMENTS FOR TENSION STEEL           0
 NUMBER OF ELEMENTS FOR COMPRESSION STEEL           0
 NUMBER OF ELEMENTS FOR STIRUP STEEL           0
 NUMBER OF ELEMENTS FOR LOWER FRP SHEET           0
 NUMBER OF ELEMENTS FOR UPPER FRP SHEET           0
 NUMBER OF BOND ELEMENTS FOR STEEL                   0
 NUMBER OF BOND ELEMENTS FOR FRP SHEET               0
 NUMBER OF BOND ELEMENTS FOR TENSION STEEL           0
 NUMBER OF BOND ELEMENTS FOR COMPRESSIONSTEEL           0
 NUMBER OF BOND ELEMENTS FOR STIRUP STEEL           0
 NUMBER OF BOND ELEMENTS FOR LOWER FRP SHEET           0
 NUMBER OF BOND ELEMENTS FOR UPPER FRP SHEET           0
  ***************KH********************  
 NUMBER OF SPRINGS FOR CONCRETE              518
 NUMBER OF SPRINGS FOR STEEL AND FRP           0
 NUMBER OF SPRINGS FOR BOND                    0
  ***************KH********************  
  COORDINATES OF NODAL POINTS  
   NOD     X      Y
    2  320  378   32   14    9   11    0    0    0    0    0    0    0    0    0    1
    3  378  386   39   33   32    0    0    0    0    0    0    0    0    0    0    1
    4   38   39  386  328    0    0    0    0    0    0    0    0    0    0    0    1
    5   17   40   38  328  324    0    0    0    0    0    0    0    0    0    0    1
    6  324  392   49   15   17    0    0    0    0    0    0    0    0    0    0    1
    7   47   50   62  331   49  392   48    0    0    0    0    0    0    0    0    1
    8   41   47   48   42    0    0    0    0    0    0    0    0    0    0    0    1
    9   42  337   81   20   41    0    0    0    0    0    0    0    0    0    0    1
   10    7   31   80   81  337    8    0    0    0    0    0    0    0    0    0    1
   11    8   79   64   88    7    0    0    0    0    0    0    0    0    0    0    1
   12   79  395  338   63   64    0    0    0    0    0    0    0    0    0    0    1
   13  120  342  338  395  121    0    0    0    0    0    0    0    0    0    0    1
   14  100  120  121  101    0    0    0    0    0    0    0    0    0    0    0    1
   15   91  128  100  101   92    0    0    0    0    0    0    0    0    0    0    1
   16   37  142   91   92   84    0    0    0    0    0    0    0    0    0    0    1
   17   84  131  130   36   37    0    0    0    0    0    0    0    0    0    0    1
   18  131  146  145  114  115  130    0    0    0    0    0    0    0    0    0    1
   19   58  285  145  146   59    0    0    0    0    0    0    0    0    0    0    1
   20   59  353  173  169   58    0    0    0    0    0    0    0    0    0    0    1
   21  151  139  173  353  152    0    0    0    0    0    0    0    0    0    0    1
   22  152  185  107   98  151    0    0    0    0    0    0    0    0    0    0    1
   23  185  345  202  108  107    0    0    0    0    0    0    0    0    0    0    1
   24  345  356  171  170  202    0    0    0    0    0    0    0    0    0    0    1
   25  356  397  359  171    0    0    0    0    0    0    0    0    0    0    0    1
   26  219  217  218  359  397  220    0    0    0    0    0    0    0    0    0    1
   27  181  219  220  203    0    0    0    0    0    0    0    0    0    0    0    1
   28  150  149  223  182  181  203  168    0    0    0    0    0    0    0    0    1
   29  168  237  236  150    0    0    0    0    0    0    0    0    0    0    0    1
   30  209  253  156  149  150  236    0    0    0    0    0    0    0    0    0    1
   31  237  361  210  209  236    0    0    0    0    0    0    0    0    0    0    1
   32  102   87  268  210  361  103    0    0    0    0    0    0    0    0    0    1
   33  103  372  269  102    0    0    0    0    0    0    0    0    0    0    0    1
   34  249  256  269  372  250    0    0    0    0    0    0    0    0    0    0    1
   35  231  233  249  250  232    0    0    0    0    0    0    0    0    0    0    1
   36  232  282  281  292  231    0    0    0    0    0    0    0    0    0    0    1
   37  282  294  293  275  281    0    0    0    0    0    0    0    0    0    0    1
   38  112  293  294  270    0    0    0    0    0    0    0    0    0    0    0    1
   39  270  376  311  307  113  112    0    0    0    0    0    0    0    0    0    1
   40  311  376  402  312    0    0    0    0    0    0    0    0    0    0    0    1
   41   11    9   10  322  321    0    0    0    0    0    0    0    0    0    0    1
   42   10    9   14  325  323    0    0    0    0    0    0    0    0    0    0    1
   43   35  326  325   14   32   33    0    0    0    0    0    0    0    0    0    1
   44   39   38   40   34   35   33    0    0    0    0    0    0    0    0    0    1
   45    4   34   40   17   15   16    0    0    0    0    0    0    0    0    0    1
   46   49  331   46   16   15    0    0    0    0    0    0    0    0    0    0    1
   47   50   65   66   62    0    0    0    0    0    0    0    0    0    0    0    1
   48   21  333   65   50   47   41   20    0    0    0    0    0    0    0    0    1
   49   20   81   80   82   83   21    0    0    0    0    0    0    0    0    0    1
   50   29   30   82   80   31    0    0    0    0    0    0    0    0    0    0    1
   51   29   31    7   88   95   89    0    0    0    0    0    0    0    0    0    1
   52   64   63   67   95   88    0    0    0    0    0    0    0    0    0    0    1
   53   68   67   63  338  342  111    0    0    0    0    0    0    0    0    0    1
   54  342  120  100  128  129  125  126  111    0    0    0    0    0    0    0    1
   55  128   91  142  346  129    0    0    0    0    0    0    0    0    0    0    1
   56   53  144  143  346  142   37   36    0    0    0    0    0    0    0    0    1
   57  134   53   36  130  115    0    0    0    0    0    0    0    0    0    0    1
   58  109  134  115  114  110    0    0    0    0    0    0    0    0    0    0    1
   59  145  285  158  157  110  114    0    0    0    0    0    0    0    0    0    1
   60  138  354  167  166  158  285   58  169    0    0    0    0    0    0    0    1
   61  138  169  173  139  137    0    0    0    0    0    0    0    0    0    0    1
   62   99  178  137  139  151   98    0    0    0    0    0    0    0    0    0    1
   63   99   98  107  108  179  195  196  184    0    0    0    0    0    0    0    1
   64  108  202  170  172  174  179    0    0    0    0    0    0    0    0    0    1
   65  172  170  171  359  218  208    0    0    0    0    0    0    0    0    0    1
   66  208  218  217  224  362  360    0    0    0    0    0    0    0    0    0    1
   67  224  217  219  181  182  235  225    0    0    0    0    0    0    0    0    1
   68  223  234  235  182    0    0    0    0    0    0    0    0    0    0    0    1
   69  234  223  149  156  367  364    0    0    0    0    0    0    0    0    0    1
   70  253  258  257  367  156    0    0    0    0    0    0    0    0    0    0    1
   71  253  209  210  268  262  263  258    0    0    0    0    0    0    0    0    1
   72   85  262  268   87    0    0    0    0    0    0    0    0    0    0    0    1
   73   85   87  102  269  256  238  273   86    0    0    0    0    0    0    0    1
   74  238  256  249  233  240  239    0    0    0    0    0    0    0    0    0    1
   75  239  240  222  242    0    0    0    0    0    0    0    0    0    0    0    1
   76  222  240  233  231  292  300  221    0    0    0    0    0    0    0    0    1
   77  281  275  276  300  292    0    0    0    0    0    0    0    0    0    0    1
   78   93  278  276  275  293  112  113  290    0    0    0    0    0    0    0    1
   79  290  113  307  315  308    0    0    0    0    0    0    0    0    0    0    1
   80  312  316  314  315  307  311    0    0    0    0    0    0    0    0    0    1
   81    3  322   10  323   19    6    1    0    0    0    0    0    0    0    0    1
   82   22   18   19  323  325  326   23    0    0    0    0    0    0    0    0    1
   83   23  327   24   22    0    0    0    0    0    0    0    0    0    0    0    1
   84    5  327   23  326   35   34    4    0    0    0    0    0    0    0    0    1
   85    4   16   46   56   44   45    5    0    0    0    0    0    0    0    0    1
   86   60   44   56   57  335   61    0    0    0    0    0    0    0    0    0    1
   87   56   46  331   62   66   57    0    0    0    0    0    0    0    0    0    1
   88   66   65  333  334  335   57    0    0    0    0    0    0    0    0    0    1
   89   74  334  333   21   83   73    0    0    0    0    0    0    0    0    0    1
   90   29   89   96  310   30    0    0    0    0    0    0    0    0    0    0    1
   91   70   97   96   89   95   67   68    0    0    0    0    0    0    0    0    1
   92   70  116  104  105   97    0    0    0    0    0    0    0    0    0    0    1
   93  116   70   68  111  126  117    0    0    0    0    0    0    0    0    0    1
   94  126  125  127  343  344  117    0    0    0    0    0    0    0    0    0    1
   95  125  129  346  143  347  127    0    0    0    0    0    0    0    0    0    1
   96  135  347  143  144  350  136    0    0    0    0    0    0    0    0    0    1
   97   53  134  109  122  350  144    0    0    0    0    0    0    0    0    0    1
   98  122  109  110  157  159  352  351    0    0    0    0    0    0    0    0    1
   99  166  301  159  157  158    0    0    0    0    0    0    0    0    0    0    1
  100  167  298  301  166    0    0    0    0    0    0    0    0    0    0    0    1
  101  177  354  138  137  178  176    0    0    0    0    0    0    0    0    0    1
  102   99  184  183  176  178    0    0    0    0    0    0    0    0    0    0    1
  103  196  357  183  184    0    0    0    0    0    0    0    0    0    0    0    1
  104  175  198  197  195  179  174    0    0    0    0    0    0    0    0    0    1
  105  208  360  205  175  174  172    0    0    0    0    0    0    0    0    0    1
  106  213  205  360  362  363  214    0    0    0    0    0    0    0    0    0    1
  107  224  225  229  228  363  362    0    0    0    0    0    0    0    0    0    1
  108  364  365  243  366  229  225  235  234    0    0    0    0    0    0    0    1
  109  243  365  248  244    0    0    0    0    0    0    0    0    0    0    0    1
  110  248  365  364  367  257  368  247    0    0    0    0    0    0    0    0    1
  111  257  258  263  369  371  368    0    0    0    0    0    0    0    0    0    1
  112  369  263  262   85   86  374  370    0    0    0    0    0    0    0    0    1
  113  273  274  373  374   86    0    0    0    0    0    0    0    0    0    0    1
  114  273  238  239  242  241  246  283  274    0    0    0    0    0    0    0    1
  115  193  246  241  187  186    0    0    0    0    0    0    0    0    0    0    1
  116  187  241  242  222  221    0    0    0    0    0    0    0    0    0    0    1
  117  187  221  300  276  278  277  302  186    0    0    0    0    0    0    0    1
  118   94  304  280  277  278   93    0    0    0    0    0    0    0    0    0    1
  119   94   93  290  308  317  288    0    0    0    0    0    0    0    0    0    1
  120  315  314  317  308    0    0    0    0    0    0    0    0    0    0    0    1
  121    2    3    1    0    0    0    0    0    0    0    0    0    0    0    0    1
  122   13  318    6   19   18   12    0    0    0    0    0    0    0    0    0    1
  123   18   22   24   25   12    0    0    0    0    0    0    0    0    0    0    1
  124   25   24  327    5   45  380  330   26    0    0    0    0    0    0    0    1
  125  330  380  332   55   43   27    0    0    0    0    0    0    0    0    0    1
  126   44   60  332  380   45    0    0    0    0    0    0    0    0    0    0    1
  127   55  332   60   61  336   54    0    0    0    0    0    0    0    0    0    1
  128  335  334   74   69   51  336   61    0    0    0    0    0    0    0    0    1
  129   75   69   74   73  313   76    0    0    0    0    0    0    0    0    0    1
  130   30  310  309  313   73   83   82    0    0    0    0    0    0    0    0    1
  131   77  309  310   96   97  105   90    0    0    0    0    0    0    0    0    1
  132   71   90  105  104  118  106    0    0    0    0    0    0    0    0    0    1
  133  118  104  116  117  344  119    0    0    0    0    0    0    0    0    0    1
  134  344  343  123  124  119    0    0    0    0    0    0    0    0    0    0    1
  135  343  127  347  135  348  123    0    0    0    0    0    0    0    0    0    1
  136  148  349  132  339  348  135  136    0    0    0    0    0    0    0    0    1
  137  350  122  351  147  148  136    0    0    0    0    0    0    0    0    0    1
  138  140  147  351  352  153    0    0    0    0    0    0    0    0    0    0    1
  139  352  159  301  298  164  162  163  153    0    0    0    0    0    0    0    1
  140  162  164  303  165    0    0    0    0    0    0    0    0    0    0    0    1
  141  177  355  303  164  298  167  354    0    0    0    0    0    0    0    0    1
  142  154  160  355  177  176  183  357  192  180    0    0    0    0    0    0    1
  143  192  357  196  195  197  194  190    0    0    0    0    0    0    0    0    1
  144  198  358  194  197    0    0    0    0    0    0    0    0    0    0    0    1
  145  204  358  198  175  205  213  215  199    0    0    0    0    0    0    0    1
  146  212  216  215  213  214    0    0    0    0    0    0    0    0    0    0    1
  147  212  214  363  228  211    0    0    0    0    0    0    0    0    0    0    1
  148  211  228  229  366  230    0    0    0    0    0    0    0    0    0    0    1
  149  244  245  226  206  230  366  243    0    0    0    0    0    0    0    0    1
  150  244  248  247  251  252  245    0    0    0    0    0    0    0    0    0    1
  151  247  368  371  264  254  259  251    0    0    0    0    0    0    0    0    1
  152  264  371  369  370  265    0    0    0    0    0    0    0    0    0    0    1
  153  370  374  373  271  272  265    0    0    0    0    0    0    0    0    0    1
  154  271  373  274  283  284  266    0    0    0    0    0    0    0    0    0    1
  155  283  246  193  201  375  284    0    0    0    0    0    0    0    0    0    1
  156  193  186  302  299  286  295  201    0    0    0    0    0    0    0    0    1
  157  299  302  277  280  279    0    0    0    0    0    0    0    0    0    0    1
  158  260  279  280  304  306  296    0    0    0    0    0    0    0    0    0    1
  159   94  288  289  305  306  304    0    0    0    0    0    0    0    0    0    1
  160  316  377  289  288  317  314    0    0    0    0    0    0    0    0    0    1
  161    1    6  318  319  399    2    0    0    0    0    0    0    0    0    0    1
  162  318   13  379  319    0    0    0    0    0    0    0    0    0    0    0    1
  163   13   12   25   26  387  379    0    0    0    0    0    0    0    0    0    1
  164   28  387   26  330   27    0    0    0    0    0    0    0    0    0    0    1
  165   27   43  381   28    0    0    0    0    0    0    0    0    0    0    0    1
  166  291  381   43   55   54    0    0    0    0    0    0    0    0    0    0    1
  167   52  291   54  336   51    0    0    0    0    0    0    0    0    0    0    1
  168   51   69   75  382   52    0    0    0    0    0    0    0    0    0    0    1
  169   75   76  388  382    0    0    0    0    0    0    0    0    0    0    0    1
  170   78  388   76  313  309   77    0    0    0    0    0    0    0    0    0    1
  171   72   78   77   90   71    0    0    0    0    0    0    0    0    0    0    1
  172   71  106  341  396   72    0    0    0    0    0    0    0    0    0    0    1
  173  124  341  106  118  119    0    0    0    0    0    0    0    0    0    0    1
  174  340  396  341  124  123  348  339    0    0    0    0    0    0    0    0    1
  175  133  340  339  132    0    0    0    0    0    0    0    0    0    0    0    1
  176  132  349  389  133    0    0    0    0    0    0    0    0    0    0    0    1
  177  141  389  349  148  147  140    0    0    0    0    0    0    0    0    0    1
  178  140  153  163  383  141    0    0    0    0    0    0    0    0    0    0    1
  179  163  162  165  393  383    0    0    0    0    0    0    0    0    0    0    1
  180  161  393  165  303  355  160    0    0    0    0    0    0    0    0    0    1
  181  155  161  160  154    0    0    0    0    0    0    0    0    0    0    0    1
  182  154  180  390  155    0    0    0    0    0    0    0    0    0    0    0    1
  183  191  390  180  192  190    0    0    0    0    0    0    0    0    0    0    1
  184  190  194  358  204  384  191    0    0    0    0    0    0    0    0    0    1
  185  200  384  204  199    0    0    0    0    0    0    0    0    0    0    0    1
  186  199  215  216  398  200    0    0    0    0    0    0    0    0    0    0    1
  187  207  398  216  212  211  230  206    0    0    0    0    0    0    0    0    1
  188  206  226  227  207    0    0    0    0    0    0    0    0    0    0    0    1
  189  189  227  226  245  252  188    0    0    0    0    0    0    0    0    0    1
  190  188  252  251  259    0    0    0    0    0    0    0    0    0    0    0    1
  191  188  259  254  255  189    0    0    0    0    0    0    0    0    0    0    1
  192  254  264  265  272  394  255    0    0    0    0    0    0    0    0    0    1
  193  267  394  272  271  266    0    0    0    0    0    0    0    0    0    0    1
  194  266  284  375  385  267    0    0    0    0    0    0    0    0    0    0    1
  195  375  201  295  391  385    0    0    0    0    0    0    0    0    0    0    1
  196  287  391  295  286    0    0    0    0    0    0    0    0    0    0    0    1
  197  261  287  286  299  279  260    0    0    0    0    0    0    0    0    0    1
  198  260  296  297  261    0    0    0    0    0    0    0    0    0    0    0    1
  199  296  306  305  329  297    0    0    0    0    0    0    0    0    0    0    1
  200  377  400  329  305  289    0    0    0    0    0    0    0    0    0    0    1
  201  161  155    0    0    0    0    0    0    0    0    0    0    0    0    0    3
  202  320  378    0    0    0    0    0    0    0    0    0    0    0    0    0    3
  203  270  376    0    0    0    0    0    0    0    0    0    0    0    0    0    3
  ***************KH********************  
 NODAL POINTS FOR STEEL+SHEET ELEMENTS AND MAT. TYPE
    ELEM        N1        N2        MAT   
  ***************KH********************  
 DATA OF CONCRETE SPRINGS
    SP   ELEM1  ELEM2    JA1    JA2     HI     H2
    1    1    2  320   11    0.23090E+02    0.15572E+02
    2    1   41   11  321    0.24844E+02    0.17192E+02
    3    2    3  378   32    0.21830E+02    0.19951E+02
    4    2   41    9   11    0.23937E+02    0.27829E+02
    5    2   42   14    9    0.22781E+02    0.18972E+02
    6    2   43   32   14    0.23558E+02    0.18505E+02
    7    2  202  320  378    0.30514E+02    0.00000E+00
    8    3    4  386   39    0.18624E+02    0.14004E+02
    9    3   43   33   32    0.10437E+02    0.27466E+02
   10    3   44   39   33    0.20046E+02    0.20363E+02
   11    4    5  328   38    0.13954E+02    0.15298E+02
   12    4   44   38   39    0.12228E+02    0.13799E+02
   13    5    6  324   17    0.17955E+02    0.20576E+02
   14    5   44   40   38    0.14976E+02    0.16403E+02
   15    5   45   17   40    0.10563E+02    0.23729E+02
   16    6    7  392   49    0.23486E+02    0.21484E+02
   17    6   45   15   17    0.20469E+02    0.18657E+02
   18    6   46   49   15    0.24870E+02    0.12662E+02
   19    7    8   48   47    0.26850E+02    0.13949E+02
   20    7   46  331   49    0.27639E+02    0.18959E+02
   21    7   47   50   62    0.16307E+02    0.14058E+02
   22    7   48   47   50    0.20517E+02    0.22751E+02
   23    7   87   62  331    0.27928E+02    0.23142E+02
   24    8    9   42   41    0.15829E+02    0.13116E+02
   25    8   48   41   47    0.17506E+02    0.20120E+02
   26    9   10  337   81    0.18128E+02    0.18291E+02
   27    9   48   20   41    0.23637E+02    0.19774E+02
   28    9   49   81   20    0.17893E+02    0.28120E+02
   29   10   11    8    7    0.12597E+02    0.20588E+02
   30   10   49   80   81    0.18079E+02    0.30514E+02
   31   10   50   31   80    0.15513E+02    0.29080E+02
   32   10   51    7   31    0.13214E+02    0.32295E+02
   33   11   12   79   64    0.15021E+02    0.27256E+02
   34   11   51   88    7    0.18157E+02    0.16521E+02
   35   11   52   64   88    0.18508E+02    0.14044E+02
   36   12   13  395  338    0.20473E+02    0.20039E+02
   37   12   52   63   64    0.16494E+02    0.17221E+02
   38   12   53  338   63    0.24420E+02    0.18477E+02
   39   13   14  121  120    0.19195E+02    0.79118E+01
   40   13   53  342  338    0.19358E+02    0.24361E+02
   41   13   54  120  342    0.26076E+02    0.18033E+02
   42   14   15  101  100    0.10750E+02    0.21523E+02
   43   14   54  100  120    0.16240E+02    0.23636E+02
   44   15   16   92   91    0.27834E+02    0.15726E+02
   45   15   54  128  100    0.20321E+02    0.29178E+02
   46   15   55   91  128    0.12364E+02    0.20742E+02
   47   16   17   84   37    0.11492E+02    0.15445E+02
   48   16   55  142   91    0.12404E+02    0.27376E+02
   49   16   56   37  142    0.15359E+02    0.30208E+02
   50   17   18  131  130    0.22575E+02    0.19837E+02
   51   17   56   36   37    0.26176E+02    0.24615E+02
   52   17   57  130   36    0.14524E+02    0.17182E+02
   53   18   19  146  145    0.22254E+02    0.23922E+02
   54   18   57  115  130    0.15589E+02    0.20564E+02
   55   18   58  114  115    0.23240E+02    0.15406E+02
   56   18   59  145  114    0.17188E+02    0.24215E+02
   57   19   20   59   58    0.18142E+02    0.18905E+02
   58   19   59  285  145    0.14453E+02    0.17791E+02
   59   19   60   58  285    0.28739E+02    0.26383E+02
   60   20   21  353  173    0.13082E+02    0.17501E+02
   61   20   60  169   58    0.17805E+02    0.26757E+02
   62   20   61  173  169    0.12749E+02    0.28533E+02
   63   21   22  152  151    0.16247E+02    0.15851E+02
   64   21   61  139  173    0.20262E+02    0.16315E+02
   65   21   62  151  139    0.19742E+02    0.20425E+02
   66   22   23  185  107    0.13440E+02    0.15473E+02
   67   22   62   98  151    0.12121E+02    0.26527E+02
   68   22   63  107   98    0.25193E+02    0.28066E+02
   69   23   24  345  202    0.12344E+02    0.25821E+02
   70   23   63  108  107    0.15712E+02    0.29372E+02
   71   23   64  202  108    0.16551E+02    0.31015E+02
   72   24   25  356  171    0.20491E+02    0.19454E+02
   73   24   64  170  202    0.17175E+02    0.20225E+02
   74   24   65  171  170    0.19187E+02    0.25662E+02
   75   25   26  397  359    0.19485E+02    0.12882E+02
   76   25   65  359  171    0.14429E+02    0.13071E+02
   77   26   27  220  219    0.16084E+02    0.15489E+02
   78   26   65  218  359    0.17566E+02    0.22083E+02
   79   26   66  217  218    0.13958E+02    0.22966E+02
   80   26   67  219  217    0.16292E+02    0.25851E+02
   81   27   28  203  181    0.19528E+02    0.32312E+02
   82   27   67  181  219    0.14021E+02    0.23847E+02
   83   28   29  168  150    0.20875E+02    0.19942E+02
   84   28   30  150  149    0.39827E+02    0.21858E+02
   85   28   67  182  181    0.29455E+02    0.21056E+02
   86   28   68  223  182    0.15625E+02    0.17761E+02
   87   28   69  149  223    0.16112E+02    0.16580E+02
   88   29   30  236  150    0.12915E+02    0.16621E+02
   89   29   31  237  236    0.18617E+02    0.33642E+02
   90   30   31  236  209    0.22409E+02    0.13404E+02
   91   30   69  156  149    0.25482E+02    0.17765E+02
   92   30   70  253  156    0.83371E+01    0.14319E+02
   93   30   71  209  253    0.34856E+02    0.16860E+02
   94   31   32  361  210    0.28670E+02    0.23002E+02
   95   31   71  210  209    0.19792E+02    0.20426E+02
   96   32   33  103  102    0.14012E+02    0.14185E+02
   97   32   71  268  210    0.16378E+02    0.23953E+02
   98   32   72   87  268    0.13725E+02    0.19104E+02
   99   32   73  102   87    0.25819E+02    0.20504E+02
  100   33   34  372  269    0.15856E+02    0.14033E+02
  101   33   73  269  102    0.17891E+02    0.20166E+02
  102   34   35  250  249    0.17133E+02    0.21957E+02
  103   34   73  256  269    0.20877E+02    0.25622E+02
  104   34   74  249  256    0.12234E+02    0.21494E+02
  105   35   36  232  231    0.21549E+02    0.26576E+02
  106   35   74  233  249    0.23037E+02    0.16430E+02
  107   35   76  231  233    0.18047E+02    0.26942E+02
  108   36   37  282  281    0.25877E+02    0.14587E+02
  109   36   76  292  231    0.20812E+02    0.16921E+02
  110   36   77  281  292    0.23348E+02    0.17076E+02
  111   37   38  294  293    0.12258E+02    0.14313E+02
  112   37   77  275  281    0.15813E+02    0.17818E+02
  113   37   78  293  275    0.23929E+02    0.22356E+02
  114   38   39  270  112    0.17375E+02    0.24950E+02
  115   38   78  112  293    0.16443E+02    0.25046E+02
  116   39   40  376  311    0.17068E+02    0.15408E+02
  117   39   78  113  112    0.20542E+02    0.28810E+02
  118   39   79  307  113    0.19783E+02    0.19263E+02
  119   39   80  311  307    0.25746E+02    0.29202E+02
  120   39  203  270  376    0.26400E+02    0.00000E+00
  121   40   80  312  311    0.18960E+02    0.30243E+02
  122   41   42    9   10    0.17525E+02    0.15311E+02
  123   41   81   10  322    0.26236E+02    0.20747E+02
  124   42   43   14  325    0.23979E+02    0.21688E+02
  125   42   81  323   10    0.27598E+02    0.22138E+02
  126   42   82  325  323    0.93342E+01    0.19742E+02
  127   43   44   33   35    0.23043E+02    0.14252E+02
  128   43   82  326  325    0.19315E+02    0.30041E+02
  129   43   84   35  326    0.23626E+02    0.20911E+02
  130   44   45   40   34    0.16212E+02    0.18389E+02
  131   44   84   34   35    0.26548E+02    0.18848E+02
  132   45   46   15   16    0.17383E+02    0.21360E+02
  133   45   84    4   34    0.23970E+02    0.23186E+02
  134   45   85   16    4    0.14940E+02    0.29071E+02
  135   46   85   46   16    0.17188E+02    0.18459E+02
  136   46   87  331   46    0.18949E+02    0.10731E+02
  137   47   48   50   65    0.13044E+02    0.16608E+02
  138   47   87   66   62    0.15525E+02    0.15601E+02
  139   47   88   65   66    0.14715E+02    0.20565E+02
  140   48   49   20   21    0.15439E+02    0.23746E+02
  141   48   88  333   65    0.25631E+02    0.22076E+02
  142   48   89   21  333    0.27732E+02    0.23835E+02
  143   49   50   80   82    0.15114E+02    0.10754E+02
  144   49   89   83   21    0.23666E+02    0.20561E+02
  145   49  130   82   83    0.34377E+02    0.20869E+02
  146   50   51   31   29    0.22152E+02    0.12982E+02
  147   50   90   29   30    0.16136E+02    0.18851E+02
  148   50  130   30   82    0.27832E+02    0.18214E+02
  149   51   52   88   95    0.23625E+02    0.11903E+02
  150   51   90   89   29    0.13352E+02    0.22845E+02
  151   51   91   95   89    0.24617E+02    0.18418E+02
  152   52   53   63   67    0.16703E+02    0.15075E+02
  153   52   91   67   95    0.22117E+02    0.15210E+02
  154   53   54  342  111    0.29090E+02    0.22784E+02
  155   53   91   68   67    0.33920E+02    0.15709E+02
  156   53   93  111   68    0.19265E+02    0.16665E+02
  157   54   55  128  129    0.26866E+02    0.23163E+02
  158   54   93  126  111    0.30360E+02    0.28348E+02
  159   54   94  125  126    0.29047E+02    0.24395E+02
  160   54   95  129  125    0.22282E+02    0.25067E+02
  161   55   56  142  346    0.20830E+02    0.16650E+02
  162   55   95  346  129    0.23728E+02    0.14858E+02
  163   56   57   36   53    0.24278E+02    0.20713E+02
  164   56   95  143  346    0.29222E+02    0.20391E+02
  165   56   96  144  143    0.28570E+02    0.18917E+02
  166   56   97   53  144    0.26282E+02    0.19006E+02
  167   57   58  115  134    0.16247E+02    0.12023E+02
  168   57   97  134   53    0.15199E+02    0.22781E+02
  169   58   59  114  110    0.12776E+02    0.17594E+02
  170   58   97  109  134    0.15656E+02    0.20106E+02
  171   58   98  110  109    0.16836E+02    0.16296E+02
  172   59   60  285  158    0.25322E+02    0.25216E+02
  173   59   98  157  110    0.16430E+02    0.33550E+02
  174   59   99  158  157    0.12161E+02    0.22627E+02
  175   60   61  169  138    0.19810E+02    0.11399E+02
  176   60   99  166  158    0.19339E+02    0.20468E+02
  177   60  100  167  166    0.13198E+02    0.19577E+02
  178   60  101  138  354    0.36750E+02    0.17756E+02
  179   60  141  354  167    0.39363E+02    0.23211E+02
  180   61   62  139  137    0.19299E+02    0.16079E+02
  181   61  101  137  138    0.25458E+02    0.21825E+02
  182   62   63   98   99    0.18787E+02    0.21117E+02
  183   62  101  178  137    0.22668E+02    0.23332E+02
  184   62  102   99  178    0.22101E+02    0.21124E+02
  185   63   64  108  179    0.24155E+02    0.17253E+02
  186   63  102  184   99    0.25585E+02    0.20880E+02
  187   63  103  196  184    0.21679E+02    0.27442E+02
  188   63  104  179  195    0.28764E+02    0.22458E+02
  189   63  143  195  196    0.25327E+02    0.37586E+02
  190   64   65  170  172    0.21889E+02    0.22419E+02
  191   64  104  174  179    0.26478E+02    0.18881E+02
  192   64  105  172  174    0.26844E+02    0.22934E+02
  193   65   66  218  208    0.20286E+02    0.17191E+02
  194   65  105  208  172    0.18518E+02    0.22037E+02
  195   66   67  217  224    0.19203E+02    0.20692E+02
  196   66  105  360  208    0.14357E+02    0.28991E+02
  197   66  106  362  360    0.17218E+02    0.28508E+02
  198   66  107  224  362    0.17351E+02    0.18278E+02
  199   67   68  182  235    0.16577E+02    0.16871E+02
  200   67  107  225  224    0.23808E+02    0.17679E+02
  201   67  108  235  225    0.24280E+02    0.31638E+02
  202   68   69  223  234    0.17003E+02    0.21393E+02
  203   68  108  234  235    0.17851E+02    0.13228E+02
  204   69   70  156  367    0.16268E+02    0.25369E+02
  205   69  108  364  234    0.25683E+02    0.13891E+02
  206   69  110  367  364    0.15025E+02    0.27219E+02
  207   70   71  253  258    0.28792E+02    0.14927E+02
  208   70  110  257  367    0.14039E+02    0.30794E+02
  209   70  111  258  257    0.13211E+02    0.28587E+02
  210   71   72  268  262    0.19310E+02    0.12704E+02
  211   71  111  263  258    0.23644E+02    0.27976E+02
  212   71  112  262  263    0.25429E+02    0.21378E+02
  213   72   73   87   85    0.12315E+02    0.16011E+02
  214   72  112   85  262    0.19349E+02    0.17188E+02
  215   73   74  256  238    0.20624E+02    0.26309E+02
  216   73  112   86   85    0.34445E+02    0.17298E+02
  217   73  113  273   86    0.24934E+02    0.22270E+02
  218   73  114  238  273    0.21002E+02    0.37645E+02
  219   74   75  240  239    0.22137E+02    0.13706E+02
  220   74   76  233  240    0.22948E+02    0.30447E+02
  221   74  114  239  238    0.18099E+02    0.23595E+02
  222   75   76  240  222    0.13338E+02    0.12142E+02
  223   75  114  242  239    0.16228E+02    0.18807E+02
