 NUMBER OF NODES FOR CONCRETE                 402
 NUMBER OF NODES FOR STEEL+SHEET                0
 TOTAL NUMBER OF NODES                        402
 NUMBER OF ELEMENTS FOR CONCRETE              203
 NUMBER OF ELEMENTS FOR STEEL+SHEET             0
 TOTAL NUMBER OF ELEMENTS                     203
 TOTAL NUMBER OF MATERIAL                       5
 NUMBER OF STEEL BARS AND SHEET                 0
 NUMBER OF ELEMENTS FOR STEEL                   0
 NUMBER OF ELEMENTS FOR FRP SHEET               0
 NUMBER OF ELEMENTS FOR TENSION STEEL           0
 NUMBER OF ELEMENTS FOR COMPRESSION STEEL           0
 NUMBER OF ELEMENTS FOR STIRUP STEEL           0
 NUMBER OF ELEMENTS FOR LOWER FRP SHEET           0
 NUMBER OF ELEMENTS FOR UPPER FRP SHEET           0
 NUMBER OF BOND ELEMENTS FOR STEEL                   0
 NUMBER OF BOND ELEMENTS FOR FRP SHEET               0
 NUMBER OF BOND ELEMENTS FOR TENSION STEEL           0
 NUMBER OF BOND ELEMENTS FOR COMPRESSIONSTEEL           0
 NUMBER OF BOND ELEMENTS FOR STIRUP STEEL           0
 NUMBER OF BOND ELEMENTS FOR LOWER FRP SHEET           0
 NUMBER OF BOND ELEMENTS FOR UPPER FRP SHEET           0
  ***************KH********************  
 NUMBER OF SPRINGS FOR CONCRETE              518
 NUMBER OF SPRINGS FOR STEEL AND FRP           0
 NUMBER OF SPRINGS FOR BOND                    0
  ***************KH********************  
  COORDINATES OF NODAL POINTS  
   NOD     X      Y
  224   75  116  222  242    0.11410E+02    0.79777E+01
  225   76   77  292  300    0.19875E+02    0.23406E+02
  226   76  116  221  222    0.15899E+02    0.15487E+02
  227   76  117  300  221    0.23689E+02    0.27342E+02
  228   77   78  275  276    0.22919E+02    0.24437E+02
  229   77  117  276  300    0.14179E+02    0.25380E+02
  230   78   79  113  290    0.24912E+02    0.20611E+02
  231   78  117  278  276    0.28620E+02    0.35675E+02
  232   78  118   93  278    0.22288E+02    0.30146E+02
  233   78  119  290   93    0.24540E+02    0.22189E+02
  234   79   80  307  315    0.16396E+02    0.13360E+02
  235   79  119  308  290    0.14888E+02    0.19654E+02
  236   79  120  315  308    0.21309E+02    0.12143E+02
  237   80  120  314  315    0.18452E+02    0.11105E+02
  238   80  160  316  314    0.32756E+02    0.23450E+02
  239   81   82  323   19    0.22679E+02    0.25648E+02
  240   81  121    1    3    0.23402E+02    0.15506E+02
  241   81  122   19    6    0.25915E+02    0.14184E+02
  242   81  161    6    1    0.27322E+02    0.26569E+02
  243   82   83   23   22    0.10136E+02    0.16128E+02
  244   82   84  326   23    0.30230E+02    0.26444E+02
  245   82  122   18   19    0.21707E+02    0.19657E+02
  246   82  123   22   18    0.12855E+02    0.22874E+02
  247   83   84   23  327    0.15460E+02    0.23178E+02
  248   83  123   24   22    0.15349E+02    0.86933E+01
  249   83  124  327   24    0.16140E+02    0.23748E+02
  250   84   85    4    5    0.28678E+02    0.21179E+02
  251   84  124    5  327    0.25029E+02    0.20397E+02
  252   85   86   56   44    0.19780E+02    0.32209E+02
  253   85   87   46   56    0.21580E+02    0.23487E+02
  254   85  124   45    5    0.27861E+02    0.30213E+02
  255   85  126   44   45    0.14782E+02    0.19909E+02
  256   86   87   56   57    0.14923E+02    0.17053E+02
  257   86   88   57  335    0.19431E+02    0.16113E+02
  258   86  126   60   44    0.22297E+02    0.19061E+02
  259   86  127   61   60    0.18832E+02    0.19202E+02
  260   86  128  335   61    0.28336E+02    0.21501E+02
  261   87   88   66   57    0.18252E+02    0.16736E+02
  262   88   89  333  334    0.17205E+02    0.22156E+02
  263   88  128  334  335    0.23108E+02    0.20641E+02
  264   89  128   74  334    0.25948E+02    0.17806E+02
  265   89  129   73   74    0.20627E+02    0.20916E+02
  266   89  130   83   73    0.29349E+02    0.19089E+02
  267   90   91   89   96    0.14733E+02    0.17884E+02
  268   90  130  310   30    0.17021E+02    0.13954E+02
  269   90  131   96  310    0.17060E+02    0.29030E+02
  270   91   92   70   97    0.18139E+02    0.16008E+02
  271   91   93   68   70    0.15405E+02    0.28876E+02
  272   91  131   97   96    0.26334E+02    0.18273E+02
  273   92   93   70  116    0.13770E+02    0.19675E+02
  274   92  131  105   97    0.19212E+02    0.20448E+02
  275   92  132  104  105    0.99461E+01    0.16510E+02
  276   92  133  116  104    0.18500E+02    0.14911E+02
  277   93   94  126  117    0.21394E+02    0.22138E+02
  278   93  133  117  116    0.24182E+02    0.15360E+02
  279   94   95  125  127    0.20875E+02    0.23089E+02
  280   94  133  344  117    0.21723E+02    0.19418E+02
  281   94  134  343  344    0.21002E+02    0.18918E+02
  282   94  135  127  343    0.29020E+02    0.13731E+02
  283   95   96  143  347    0.17702E+02    0.29097E+02
  284   95  135  347  127    0.14134E+02    0.22427E+02
  285   96   97  144  350    0.24482E+02    0.24564E+02
  286   96  135  135  347    0.19759E+02    0.27165E+02
  287   96  136  136  135    0.30423E+02    0.20321E+02
  288   96  137  350  136    0.20824E+02    0.17711E+02
  289   97   98  109  122    0.23469E+02    0.17868E+02
  290   97  137  122  350    0.16375E+02    0.26031E+02
  291   98   99  157  159    0.16382E+02    0.17394E+02
  292   98  137  351  122    0.20781E+02    0.35296E+02
  293   98  138  352  351    0.17734E+02    0.28939E+02
  294   98  139  159  352    0.28388E+02    0.21338E+02
  295   99  100  166  301    0.10653E+02    0.16599E+02
  296   99  139  301  159    0.32261E+02    0.19656E+02
  297  100  139  298  301    0.19963E+02    0.22133E+02
  298  100  141  167  298    0.17498E+02    0.17662E+02
  299  101  102  178  176    0.17049E+02    0.11794E+02
  300  101  141  177  354    0.24132E+02    0.19993E+02
  301  101  142  176  177    0.29347E+02    0.23311E+02
  302  102  103  184  183    0.95046E+01    0.10076E+02
  303  102  142  183  176    0.28891E+02    0.19542E+02
  304  103  142  357  183    0.22890E+02    0.22458E+02
  305  103  143  196  357    0.11063E+02    0.12134E+02
  306  104  105  174  175    0.19789E+02    0.22743E+02
  307  104  143  197  195    0.19759E+02    0.24030E+02
  308  104  144  198  197    0.19612E+02    0.17015E+02
  309  104  145  175  198    0.24024E+02    0.23564E+02
  310  105  106  360  205    0.20316E+02    0.15349E+02
  311  105  145  205  175    0.26890E+02    0.25159E+02
  312  106  107  362  363    0.16387E+02    0.22509E+02
  313  106  145  213  205    0.24814E+02    0.22461E+02
  314  106  146  214  213    0.18646E+02    0.20768E+02
  315  106  147  363  214    0.19436E+02    0.17447E+02
  316  107  108  225  229    0.21928E+02    0.27300E+02
  317  107  147  228  363    0.23546E+02    0.14916E+02
  318  107  148  229  228    0.17574E+02    0.21901E+02
  319  108  109  365  243    0.21872E+02    0.19396E+02
  320  108  110  364  365    0.34052E+02    0.24843E+02
  321  108  148  366  229    0.19361E+02    0.20873E+02
  322  108  149  243  366    0.28231E+02    0.26373E+02
  323  109  110  365  248    0.17221E+02    0.15969E+02
  324  109  149  244  243    0.16849E+02    0.20925E+02
  325  109  150  248  244    0.19218E+02    0.15638E+02
  326  110  111  257  368    0.18065E+02    0.18272E+02
  327  110  150  247  248    0.26221E+02    0.20785E+02
  328  110  151  368  247    0.38970E+02    0.25222E+02
  329  111  112  263  369    0.13173E+02    0.29643E+02
  330  111  151  371  368    0.26508E+02    0.23336E+02
  331  111  152  369  371    0.18890E+02    0.32926E+02
  332  112  113   86  374    0.20820E+02    0.27060E+02
  333  112  152  370  369    0.20245E+02    0.21055E+02
  334  112  153  374  370    0.22896E+02    0.28221E+02
  335  113  114  273  274    0.14873E+02    0.20805E+02
  336  113  153  373  374    0.11561E+02    0.24663E+02
  337  113  154  274  373    0.31725E+02    0.16009E+02
  338  114  115  241  246    0.18849E+02    0.28984E+02
  339  114  116  242  241    0.18695E+02    0.31822E+02
  340  114  154  283  274    0.23573E+02    0.22545E+02
  341  114  155  246  283    0.21282E+02    0.33628E+02
  342  115  116  241  187    0.12392E+02    0.13069E+02
  343  115  117  187  186    0.29863E+02    0.21890E+02
  344  115  155  193  246    0.21533E+02    0.18850E+02
  345  115  156  186  193    0.16907E+02    0.19296E+02
  346  116  117  221  187    0.23415E+02    0.20118E+02
  347  117  118  278  277    0.21220E+02    0.24676E+02
  348  117  156  302  186    0.25257E+02    0.31966E+02
  349  117  157  277  302    0.28177E+02    0.18020E+02
  350  118  119   93   94    0.29417E+02    0.13858E+02
  351  118  157  280  277    0.26925E+02    0.16472E+02
  352  118  158  304  280    0.23401E+02    0.26648E+02
  353  118  159   94  304    0.21465E+02    0.24960E+02
  354  119  120  308  317    0.17238E+02    0.10991E+02
  355  119  159  288   94    0.18094E+02    0.27232E+02
  356  119  160  317  288    0.17855E+02    0.21962E+02
  357  120  160  314  317    0.12361E+02    0.15913E+02
  358  121  161    1    2    0.11246E+02    0.16261E+02
  359  122  123   18   12    0.13804E+02    0.10655E+02
  360  122  161  318    6    0.19962E+02    0.26621E+02
  361  122  162   13  318    0.13161E+02    0.22991E+02
  362  122  163   12   13    0.24811E+02    0.20227E+02
  363  123  124   24   25    0.22912E+02    0.24612E+02
  364  123  163   25   12    0.15217E+02    0.22666E+02
  365  124  125  380  330    0.18428E+02    0.26813E+02
  366  124  126   45  380    0.26567E+02    0.24555E+02
  367  124  163   26   25    0.29214E+02    0.25778E+02
  368  124  164  330   26    0.27358E+02    0.17946E+02
  369  125  126  380  332    0.14918E+02    0.12619E+02
  370  125  127  332   55    0.25984E+02    0.25687E+02
  371  125  164   27  330    0.22684E+02    0.19789E+02
  372  125  165   43   27    0.10542E+02    0.18077E+02
  373  125  166   55   43    0.22271E+02    0.22280E+02
  374  126  127   60  332    0.29689E+02    0.19698E+02
  375  127  128   61  336    0.29239E+02    0.14366E+02
  376  127  166   54   55    0.18056E+02    0.12978E+02
  377  127  167  336   54    0.26588E+02    0.12735E+02
  378  128  129   74   69    0.25433E+02    0.20185E+02
  379  128  167   51  336    0.26828E+02    0.15597E+02
  380  128  168   69   51    0.22026E+02    0.15919E+02
  381  129  130   73  313    0.23434E+02    0.17831E+02
  382  129  168   75   69    0.20546E+02    0.20389E+02
  383  129  169   76   75    0.15105E+02    0.18293E+02
  384  129  170  313   76    0.25451E+02    0.20970E+02
  385  130  131  310  309    0.32422E+02    0.19755E+02
  386  130  170  309  313    0.27556E+02    0.24072E+02
  387  131  132  105   90    0.20262E+02    0.12639E+02
  388  131  170   77  309    0.18396E+02    0.34311E+02
  389  131  171   90   77    0.24661E+02    0.17160E+02
  390  132  133  104  118    0.26550E+02    0.11582E+02
  391  132  171   71   90    0.21395E+02    0.18887E+02
  392  132  172  106   71    0.12047E+02    0.20576E+02
  393  132  173  118  106    0.95785E+01    0.16232E+02
  394  133  134  344  119    0.15432E+02    0.16377E+02
  395  133  173  119  118    0.22914E+02    0.98210E+01
  396  134  135  343  123    0.27004E+02    0.21285E+02
  397  134  173  124  119    0.27803E+02    0.13238E+02
  398  134  174  123  124    0.94300E+01    0.15703E+02
  399  135  136  135  348    0.19514E+02    0.17074E+02
  400  135  174  348  123    0.21947E+02    0.33980E+02
  401  136  137  136  148    0.33598E+02    0.28204E+02
  402  136  174  339  348    0.31184E+02    0.30605E+02
  403  136  175  132  339    0.22609E+02    0.13643E+02
  404  136  176  349  132    0.15138E+02    0.13322E+02
  405  136  177  148  349    0.22653E+02    0.20976E+02
  406  137  138  351  147    0.13611E+02    0.18280E+02
  407  137  177  147  148    0.27507E+02    0.20235E+02
  408  138  139  352  153    0.25619E+02    0.19408E+02
  409  138  177  140  147    0.33206E+02    0.20317E+02
  410  138  178  153  140    0.16530E+02    0.20884E+02
  411  139  140  164  162    0.19104E+02    0.73992E+01
  412  139  141  298  164    0.30581E+02    0.20526E+02
  413  139  178  163  153    0.24431E+02    0.26640E+02
  414  139  179  162  163    0.30229E+02    0.13488E+02
  415  140  141  164  303    0.17034E+02    0.20394E+02
  416  140  179  165  162    0.17246E+02    0.11786E+02
  417  140  180  303  165    0.82804E+01    0.24101E+02
  418  141  142  177  355    0.27569E+02    0.27795E+02
  419  141  180  355  303    0.19462E+02    0.20698E+02
  420  142  143  357  192    0.28275E+02    0.24291E+02
  421  142  180  160  355    0.33464E+02    0.24132E+02
  422  142  181  154  160    0.20980E+02    0.17712E+02
  423  142  182  180  154    0.13667E+02    0.18079E+02
  424  142  183  192  180    0.27267E+02    0.16007E+02
  425  143  144  197  194    0.14418E+02    0.14806E+02
  426  143  183  190  192    0.27264E+02    0.17872E+02
  427  143  184  194  190    0.22210E+02    0.23539E+02
  428  144  145  198  358    0.15316E+02    0.22485E+02
  429  144  184  358  194    0.16646E+02    0.16653E+02
  430  145  146  213  215    0.20845E+02    0.21983E+02
  431  145  184  204  358    0.29895E+02    0.22626E+02
  432  145  185  199  204    0.18603E+02    0.21838E+02
  433  145  186  215  199    0.25193E+02    0.26323E+02
  434  146  147  214  212    0.15547E+02    0.12506E+02
  435  146  186  216  215    0.15152E+02    0.15153E+02
  436  146  187  212  216    0.25024E+02    0.18275E+02
  437  147  148  228  211    0.13586E+02    0.17837E+02
  438  147  187  211  212    0.20448E+02    0.18014E+02
  439  148  149  366  230    0.21626E+02    0.17149E+02
  440  148  187  230  211    0.21784E+02    0.23863E+02
  441  149  150  244  245    0.26360E+02    0.19883E+02
  442  149  187  206  230    0.21152E+02    0.32332E+02
  443  149  188  226  206    0.19176E+02    0.21825E+02
  444  149  189  245  226    0.25787E+02    0.19546E+02
  445  150  151  247  251    0.27782E+02    0.18211E+02
  446  150  189  252  245    0.33140E+02    0.13347E+02
  447  150  190  251  252    0.12457E+02    0.15853E+02
  448  151  152  371  264    0.16315E+02    0.11830E+02
  449  151  190  259  251    0.15186E+02    0.19671E+02
  450  151  191  254  259    0.27858E+02    0.17777E+02
  451  151  192  264  254    0.39234E+02    0.12053E+02
  452  152  153  370  265    0.22007E+02    0.17037E+02
  453  152  192  265  264    0.28939E+02    0.17346E+02
  454  153  154  373  271    0.27187E+02    0.12094E+02
  455  153  192  272  265    0.25767E+02    0.20655E+02
  456  153  193  271  272    0.24991E+02    0.16257E+02
  457  154  155  283  284    0.19729E+02    0.12829E+02
  458  154  193  266  271    0.28664E+02    0.16761E+02
  459  154  194  284  266    0.23768E+02    0.11976E+02
  460  155  156  193  201    0.17050E+02    0.26223E+02
  461  155  194  375  284    0.27432E+02    0.16064E+02
  462  155  195  201  375    0.23177E+02    0.13978E+02
  463  156  157  302  299    0.15743E+02    0.17416E+02
  464  156  195  295  201    0.20033E+02    0.21243E+02
  465  156  196  286  295    0.18592E+02    0.19538E+02
  466  156  197  299  286    0.14911E+02    0.28704E+02
  467  157  158  280  279    0.18248E+02    0.17689E+02
  468  157  197  279  299    0.20195E+02    0.15020E+02
  469  158  159  304  306    0.16248E+02    0.23301E+02
  470  158  197  260  279    0.21986E+02    0.20529E+02
  471  158  198  296  260    0.14154E+02    0.13638E+02
  472  158  199  306  296    0.26872E+02    0.15564E+02
  473  159  160  288  289    0.19353E+02    0.26003E+02
  474  159  199  305  306    0.27551E+02    0.12649E+02
  475  159  200  289  305    0.24762E+02    0.26832E+02
  476  160  200  377  289    0.27506E+02    0.23342E+02
  477  161  162  318  319    0.20594E+02    0.13551E+02
  478  162  163   13  379    0.14339E+02    0.18914E+02
  479  163  164   26  387    0.20626E+02    0.18682E+02
  480  164  165   27   28    0.16285E+02    0.17982E+02
  481  165  166   43  381    0.18121E+02    0.19341E+02
  482  166  167   54  291    0.25345E+02    0.20268E+02
  483  167  168   51   52    0.14260E+02    0.14766E+02
  484  168  169   75  382    0.79857E+01    0.22131E+02
  485  169  170   76  388    0.21720E+02    0.20474E+02
  486  170  171   77   78    0.17869E+02    0.12222E+02
  487  171  172   71   72    0.16780E+02    0.24426E+02
  488  172  173  106  341    0.96732E+01    0.83084E+01
  489  172  174  341  396    0.36150E+02    0.29477E+02
  490  173  174  124  341    0.18201E+02    0.28433E+02
  491  174  175  339  340    0.22053E+02    0.10387E+02
  492  175  176  132  133    0.96754E+01    0.13030E+02
  493  176  177  349  389    0.16106E+02    0.25568E+02
  494  177  178  140  141    0.22119E+02    0.30079E+02
  495  178  179  163  383    0.23434E+02    0.20126E+02
  496  179  180  165  393    0.18012E+02    0.19090E+02
  497  180  181  160  161    0.12947E+02    0.13646E+02
  498  181  182  154  155    0.13576E+02    0.15146E+02
  499  181  201  155  161    0.18081E+02    0.00000E+00
  500  182  183  180  390    0.15089E+02    0.13194E+02
  501  183  184  190  191    0.14044E+02    0.21740E+02
  502  184  185  204  384    0.20603E+02    0.18561E+02
  503  185  186  199  200    0.18216E+02    0.19105E+02
  504  186  187  216  398    0.23631E+02    0.21684E+02
  505  187  188  206  207    0.13107E+02    0.16927E+02
  506  188  189  226  227    0.19119E+02    0.29958E+02
  507  189  190  252  188    0.13421E+02    0.24154E+02
  508  189  191  188  189    0.30032E+02    0.28240E+02
  509  190  191  259  188    0.16036E+02    0.14447E+02
  510  191  192  254  255    0.29251E+02    0.22849E+02
  511  192  193  272  394    0.16815E+02    0.18068E+02
  512  193  194  266  267    0.13228E+02    0.28507E+02
  513  194  195  375  385    0.20653E+02    0.18106E+02
  514  195  196  295  391    0.15727E+02    0.12586E+02
  515  196  197  286  287    0.11342E+02    0.16055E+02
  516  197  198  260  261    0.16554E+02    0.21098E+02
  517  198  199  296  297    0.23909E+02    0.13486E+02
  518  199  200  305  329    0.16368E+02    0.22386E+02
  ***************KH********************  
 DATA OF BOND SPRINGS
   SP    ELEM1    ELEM2    NLIN  
